,AABA,AAL,AAPL,ADBE,ADI,ADP,ADSK,ALGN,ALXN,AMAT,AMGN,AMTD,AMZN,ASML,ATVI,AVGO,BATRA,BATRK,BIDU,CELG,CERN,CHTR,CMCSA,CME,COST,CSCO,CSX,CTRP,CTSH,DISH,DLTR,EA,EBAY,EQIX,ERIC,ESRX,EXPE,FB,FISV,FITB,FOX,GILD,GOOG,GOOGL,IBKR,ILMN,INCY,INTC,INTU,ISRG,JD,KHC,LRCX,LSXMA,LSXMK,MAR,MCHP,MDLZ,MNST,MSFT,MU,MYL,NFLX,NTES,NTRS,NVDA,NXPI,ORLY,PAYX,PCAR,PCLN,PFF,PYPL,QCOM,QQQ,REGN,ROST,RYAAY,SBAC,SBUX,SHPG,SIRI,SWKS,TMUS,TROW,TSLA,TXN,VCSH,VOD,VRTX,WB,WBA,WDAY,WDC,WLTW,WPPGY,XLNX,ABBV,ABEV,ABT,ACN,AXP,AZN,BA,BABA,BAC,BBL,BHP,BLK,BMY,BNS,BP,BTI,BUD,C,CAT,CHL,CVS,CVX,DCM,DEO,DIS,DWDP,GE,GS,GSK,HD,HDB,HON,HSBC,IBM,ING,ISF,ITUB,JNJ,JPM,KO,LFC,LLY,LMT,MA,MCD,MDT,MMM,MO,MRK,MS,MTU,NEE,NKE,NVO,NVS,ORCL,PEP,PFE,PG,PM,PTR,RIO,RY,SAN,SAP,SLB,SNP,SNY,T,TD,TM,TMO,TOT,TSM,UL,UN,UNH,UNP,UPS,USB,UTX,V,VZ,WBK,WFC,WMT,XOM
SAP,0.237234976,0.196676667,0.310333696,0.382504768,0.496778586,0.460009351,0.291950417,0.450319305,0.501251243,0.287406447,0.455623376,0.315009504,0.402871377,0.152480516,0.310763174,0.288618322,0.382204823,0.370100828,0.211064997,0.298644579,0.269032788,0.476679295,0.448007045,0.315478578,0.454743128,0.366744269,0.277532508,0.265889072,0.400061961,0.408968618,0.331994952,0.443896599,0.339202368,0.39214317,0.18147127,0.37440938,0.184434544,0.239810049,0.466325066,0.2612421,0.394569507,0.376140613,0.331091094,0.318166855,0.282149779,0.30095796,0.5254353,0.379838806,0.371477112,0.474302993,0.50435214,0.447309229,0.284621856,0.458970662,0.4525582,0.322408453,0.431737841,0.37184639,0.443814552,0.265154903,0.359993142,0.450577891,0.263238402,0.370908887,0.238074679,0.393424627,0.465375655,0.312948467,0.370192889,0.386324286,0.370101585,0.253804983,0.396614604,0.534347264,0.324517199,0.467958244,0.365016972,0.365099721,0.454811829,0.451122422,0.189748723,0.345388066,0.440611715,0.207843288,0.321326825,0.325099479,0.314128499,0.385027568,0.376879995,0.320442657,0.443432958,0.475066708,0.21705519,0.365025284,0.445407596,0.329131646,0.378606399,0.383177834,0.268785273,0.342658556,0.35738718,0.35201693,0.266083366,0.278836205,0.230958296,0.327078463,0.264084558,0.315817104,0.192543918,0.249918397,0.435161529,0.293333808,0.330854518,0.289268489,0.355612466,0.237181953,0.236396496,0.421992106,0.252665786,0.452524294,0.262657262,0.525818883,0.354717996,0.414918872,0.419761899,0.341461028,0.324091616,0.291587462,0.377444653,0.27144482,0.251427154,0.385308457,0.312552702,0.281611036,0.332343047,0.337840855,0.360771691,0.391873492,0.273976982,0.359948185,0.320233436,0.315903123,0.210225337,0.219539389,0.335872734,0.294719964,0.321405997,0.247480939,0.315874027,0.356371158,0.292305763,0.247002123,0.460595384,0.405056972,0.278681153,0.434036881,0.430893973,0.34439741,0.319862427,0.285681279,0.327034997,0,0.363662792,0.320084462,0.296786177,0.314769669,0.306208699,0.261055067,0.206004053,0.228475483,0.396631391,0.2515159,0.237971311,0.25980475,0.283973227,0.353591154,0.283184316,0.378617579,0.248416271,0.251217368,0.432976626,0.370532947,0.361468865,0.314269297
SLB,0.560408018,0.597537382,0.432047574,0.634481576,0.248970148,0.350808016,0.709867798,0.71731731,0.262526293,0.585318764,0.245857176,0.380251074,0.702925392,0.444676645,0.542483912,0.607136381,0.371119487,0.380518551,0.474690503,0.669469756,0.49840236,0.262648537,0.274162504,0.721857586,0.696964666,0.76570058,0.30267502,0.41179271,0.273611608,0.53341828,0.737559947,0.311165745,0.187649261,0.332814003,0.371042343,0.485413861,0.611514915,0.415281374,0.452648267,0.330663789,0.714936831,0.334613373,0.515574313,0.47955949,0.616641143,0.568241423,0.342433492,0.183973817,0.426865345,0.747965787,0.436708331,0.599117186,0.555501174,0.347158013,0.356711402,0.785122118,0.294240174,0.653743303,0.669367838,0.321521621,0.721698107,0.359577173,0.314214713,0.626496049,0.517294347,0.528669655,0.264181824,0.597734153,0.531496046,0.204314822,0.323624067,0.503530584,0.672588182,0.715828376,0.674050857,0.196317681,0.739152278,0.767411369,0.644860756,0.353810908,0.452137791,0.54781519,0.255298991,0.555567781,0.722320814,0.507039051,0.579418176,0.353626014,0.675755654,0.383460961,0.684686336,0.576700659,0.63817598,0.326306371,0.250174625,0.173660285,0.288453011,0.540141935,0.555357394,0.71663482,0.69374823,0.166379324,0.227879776,0.563846613,0.533698134,0.235423206,0.265769321,0.240153879,0.525551396,0.33726216,0.453368899,0.202346999,0.564304907,0.275991728,0.229085451,0.483501803,0.363156853,0.604148055,0.308759468,0.756271173,0.614661691,0.5775228,0.383028461,0.211159111,0.19214656,0.259841388,0.736620488,0.685824037,0.742702478,0.521543911,0.443107371,0.410942954,0.694130899,0.615762421,0.227902774,0.272839787,0.24198109,0.341854199,0.509812,0.594475758,0.669923184,0.422577119,0.576249271,0.429477432,0.472560568,0.201407175,0.289488121,0.410268429,0.494451505,0.767263258,0.75092272,0.640423556,0.24043327,0.713738603,0.586969329,0.662574715,0.432745809,0.264542404,0.274238573,0.363611479,0.378558717,0.363662792,0,0.181740913,0.392124856,0.722923774,0.66849098,0.408689401,0.408896411,0.319361335,0.401538401,0.516736028,0.450402125,0.493840555,0.413544494,0.364180832,0.506916579,0.183590592,0.435321591,0.436312654,0.229681279,0.223580212,0.683275738,0.22445032
SNP,0.469481514,0.424251355,0.416602326,0.604684896,0.31747405,0.313745881,0.620320586,0.773603016,0.253306187,0.641587055,0.243246277,0.291777828,0.713019436,0.397842858,0.38388964,0.503718693,0.326729919,0.304898056,0.368186773,0.653276196,0.444209999,0.339297428,0.356550162,0.592333579,0.758704248,0.707236337,0.263246147,0.333471324,0.195824086,0.520934175,0.727601086,0.243364613,0.150765935,0.340715717,0.280226744,0.4060739,0.429645348,0.43353533,0.460713519,0.219322115,0.823348887,0.31916029,0.485001829,0.46417086,0.524261569,0.519219425,0.310105415,0.26398798,0.474582033,0.788592679,0.450483162,0.605992687,0.648222553,0.384249286,0.386719449,0.693532767,0.259421335,0.696472167,0.756697098,0.271796415,0.734160616,0.396086156,0.257142326,0.750658102,0.373840014,0.573434217,0.29959614,0.600240312,0.594542048,0.190328165,0.239670728,0.404631973,0.766377456,0.740934966,0.658973508,0.242306058,0.766324796,0.727259096,0.663276104,0.410427017,0.303664253,0.417108586,0.241081277,0.446571157,0.629424923,0.351148032,0.519606516,0.238840513,0.761001579,0.320748947,0.746720139,0.619659823,0.530663477,0.467166978,0.286283716,0.215321536,0.262587676,0.595669359,0.368738081,0.680406768,0.754726569,0.14727885,0.159854952,0.51933509,0.469343471,0.180577054,0.193827103,0.212344202,0.417537634,0.292984769,0.51677357,0.13859688,0.636793625,0.187180297,0.185830746,0.458696568,0.305314535,0.70744353,0.285346246,0.814617134,0.509547572,0.649873043,0.236638736,0.196087129,0.201029547,0.226720317,0.670015217,0.611616502,0.688951896,0.407628487,0.302894887,0.305377426,0.647600738,0.45999607,0.163311793,0.200761503,0.263570053,0.364365792,0.440138845,0.60565544,0.642710363,0.406611307,0.428282227,0.370632249,0.52964429,0.224480693,0.174058235,0.303669936,0.560535778,0.747582432,0.68142861,0.552925225,0.246518136,0.798799663,0.465025571,0.723838164,0.372542415,0.266085344,0.207807404,0.340323255,0.31385528,0.320084462,0.181740913,0,0.273052141,0.692730715,0.62914344,0.375983624,0.323509215,0.208742145,0.369049838,0.468116577,0.420113136,0.442268331,0.354841816,0.330050015,0.426755132,0.183133681,0.380325781,0.301185078,0.284154776,0.209932248,0.79818594,0.159552042
SNY,0.432184981,0.310487385,0.448653979,0.530400072,0.412165102,0.182585739,0.425096521,0.583905453,0.218200487,0.498820964,0.23640896,0.270211018,0.535157004,0.396615916,0.344779004,0.439669771,0.203052809,0.169275722,0.282708891,0.474005497,0.351638833,0.491269089,0.403605437,0.433897521,0.514097223,0.456532146,0.235985284,0.257915113,0.283675393,0.493571403,0.554266303,0.189078786,0.251509092,0.410562799,0.294708949,0.389530766,0.314829595,0.361206441,0.389875116,0.300170483,0.605537682,0.211526403,0.443551791,0.430642781,0.416233163,0.430092775,0.256579353,0.360940452,0.51872913,0.60914469,0.602207675,0.515551379,0.491227818,0.312720933,0.293684856,0.461025109,0.275926458,0.430984817,0.529255346,0.354056607,0.512046205,0.422222714,0.308653011,0.55853745,0.252521347,0.560270542,0.328958622,0.410738701,0.459349285,0.247329206,0.318977822,0.303709495,0.549849103,0.600507341,0.490354934,0.369725232,0.555292444,0.49120732,0.583802998,0.560821246,0.241831222,0.228049035,0.347915428,0.288559374,0.447284661,0.265991969,0.454066119,0.142183985,0.501163891,0.343384754,0.588395941,0.555674766,0.357258662,0.414064084,0.440288304,0.244151138,0.353269588,0.556750163,0.232147456,0.52483883,0.551054741,0.265144189,0.221529627,0.479525159,0.445832111,0.248935416,0.357268987,0.389812977,0.393560311,0.346030273,0.520981303,0.274399878,0.448748516,0.159615523,0.222353945,0.481331119,0.374493099,0.491138462,0.407258058,0.612387903,0.392428389,0.583246727,0.238024993,0.253407906,0.330523285,0.127480919,0.465290418,0.425438134,0.526692469,0.35800939,0.13380549,0.205664025,0.443101321,0.346529569,0.235068763,0.229328009,0.500681098,0.388153805,0.426636348,0.515058707,0.482905663,0.462955273,0.355748922,0.331622266,0.452264202,0.373783691,0.146740201,0.218740544,0.349973707,0.536374841,0.509983151,0.442634867,0.245225939,0.563544623,0.416593278,0.533678302,0.263023317,0.44063456,0.349705632,0.425616407,0.159429924,0.296786177,0.392124856,0.273052141,0,0.459721479,0.468226668,0.395487239,0.26204155,0.271105313,0.38508361,0.341246554,0.300597276,0.470003188,0.359523807,0.184939107,0.405780444,0.283376049,0.43121538,0.198408284,0.242944132,0.249977986,0.552023738,0.233123667
T,0.237680791,0.204117068,0.282556368,0.282844753,0.719778567,0.742639972,0.177611172,0.167732948,0.805302486,0.249308456,0.780560929,0.452720667,0.191490616,0.307639253,0.315374597,0.197238467,0.521053412,0.539935749,0.301091324,0.153895392,0.292578956,0.519309906,0.409684217,0.196984422,0.219913248,0.188954026,0.473048703,0.297080236,0.697289434,0.295200272,0.171195898,0.788527983,0.723591773,0.460465774,0.308600139,0.362113453,0.219175503,0.26907263,0.434694346,0.399600332,0.162990844,0.690666991,0.272769776,0.285447612,0.209365984,0.262540896,0.763430785,0.571303295,0.29137446,0.212375507,0.351934525,0.248298507,0.181703575,0.585635715,0.603240985,0.136568924,0.69202161,0.186020484,0.208216333,0.403381208,0.166153914,0.394966744,0.433244909,0.182578059,0.286899798,0.251796623,0.710657415,0.207936071,0.241192291,0.823388071,0.624763699,0.185021524,0.162607032,0.244028011,0.194197409,0.771951479,0.217541143,0.181050851,0.200628625,0.321843455,0.276090724,0.34696401,0.77600088,0.240766737,0.194928867,0.331913621,0.215488946,0.617588444,0.181287746,0.38507067,0.170422194,0.200071438,0.184129306,0.271045239,0.587811778,0.77160517,0.568105799,0.244889142,0.226198329,0.19721421,0.159195946,0.664406863,0.508796801,0.256455811,0.264134153,0.659463163,0.421152656,0.436829363,0.224097741,0.414523653,0.284413765,0.589163693,0.187391954,0.630437625,0.683544676,0.30509649,0.303095506,0.250087316,0.433924311,0.173544964,0.234625477,0.251791085,0.509734006,0.873944361,0.786412939,0.550227003,0.130936919,0.186536712,0.18200366,0.272815912,0.40093235,0.574407868,0.173583978,0.242439334,0.623078188,0.614362796,0.444089695,0.49929347,0.260896539,0.201851579,0.198619296,0.289722953,0.23294511,0.309130401,0.222873189,0.580187215,0.517428401,0.365072971,0.196966069,0.198146586,0.147138253,0.23399234,0.833235104,0.150327921,0.286187943,0.162862097,0.459506137,0.462441218,0.428708965,0.351912442,0.48016349,0.314769669,0.722923774,0.692730715,0.459721479,0,0.231483054,0.295013763,0.381485244,0.414896875,0.505896377,0.308498495,0.336227894,0.295454307,0.313383716,0.504398601,0.266274446,0.78551834,0.296724707,0.305516905,0.836293635,0.695032983,0.217360529,0.784153603
TD,0.179997045,0.254599907,0.289537646,0.191659198,0.595700468,0.63073571,0.217667425,0.255552163,0.685077445,0.230695103,0.704570544,0.56053832,0.188513255,0.20214763,0.414289377,0.179685421,0.499167688,0.543450558,0.22216431,0.210842098,0.21957855,0.464965383,0.463168613,0.166053239,0.254718923,0.208035451,0.455959932,0.36226263,0.653120872,0.319486346,0.116774551,0.685839921,0.664721338,0.424904767,0.346132786,0.439572055,0.210441072,0.309713715,0.487976064,0.499819288,0.138679727,0.617687466,0.182559671,0.169970466,0.18760902,0.181756312,0.694658959,0.550529042,0.229685654,0.189989994,0.323989472,0.316022407,0.19316039,0.620691858,0.624010703,0.16717775,0.648428508,0.277110903,0.24268301,0.390719098,0.187002916,0.428533459,0.461919293,0.105503241,0.378924914,0.222710196,0.687539234,0.239651621,0.302468622,0.719383101,0.662048234,0.256236645,0.150217536,0.234780324,0.135770756,0.696927087,0.207249845,0.196279047,0.266893609,0.305483159,0.398613355,0.481751768,0.658916829,0.29372409,0.147718087,0.45918439,0.210236407,0.553090042,0.224494425,0.451362447,0.162662605,0.231381348,0.189565155,0.243483386,0.642710414,0.653816819,0.560431955,0.297460783,0.336876655,0.149225597,0.175162694,0.612818919,0.539665727,0.203501379,0.196557098,0.634307994,0.381673896,0.365286991,0.271898369,0.335536977,0.253316933,0.534479913,0.146382058,0.578661881,0.624252761,0.337038144,0.280518496,0.280710057,0.445636005,0.157042279,0.237044245,0.196266564,0.54762149,0.732052145,0.682110254,0.509409176,0.252255938,0.149241157,0.191921558,0.370069414,0.428142144,0.547022668,0.210947546,0.288818016,0.562866192,0.61839797,0.407654148,0.409618612,0.220323702,0.230888938,0.243885639,0.318243659,0.310462677,0.338363057,0.233005203,0.567977441,0.542359429,0.391589038,0.328458323,0.200809719,0.201500378,0.161502704,0.723811117,0.208417287,0.261388744,0.224978885,0.518145664,0.421699094,0.380798314,0.305435459,0.47635913,0.306208699,0.66849098,0.62914344,0.468226668,0.231483054,0,0.319735188,0.393136958,0.38992937,0.426247764,0.284506836,0.324639164,0.285064525,0.265707936,0.541675972,0.26737184,0.680962243,0.27641834,0.451990475,0.694303337,0.652921075,0.20409122,0.685871033
TM,0.258811124,0.295982297,0.259392218,0.311061021,0.54099682,0.554448035,0.318878101,0.351580935,0.55020976,0.33888019,0.522523042,0.404939597,0.360215243,0.245875729,0.437092171,0.24929267,0.46810675,0.470088216,0.246984319,0.260138076,0.377071538,0.467368122,0.385827285,0.300589646,0.344458074,0.325183807,0.307201193,0.327569493,0.469695592,0.363794151,0.356860014,0.514723073,0.453874942,0.349183164,0.201934977,0.308388187,0.283743436,0.270770428,0.447913974,0.379804615,0.331580382,0.540245106,0.250696865,0.242196929,0.324416431,0.301139089,0.574032395,0.439823261,0.241114416,0.349530287,0.346679402,0.362411388,0.318919845,0.538416633,0.532263725,0.317225976,0.486534616,0.365621938,0.381288372,0.275767953,0.38699291,0.415330214,0.306214333,0.329116282,0.311667332,0.336184631,0.576267434,0.339098661,0.37231627,0.490993876,0.544708653,0.32916223,0.310922663,0.379964244,0.296825182,0.494504105,0.378360718,0.360583399,0.34575129,0.394298768,0.346264705,0.438999204,0.448966929,0.297039442,0.322133868,0.427313964,0.263020169,0.448218294,0.324482616,0.295222213,0.324219008,0.381067232,0.27312441,0.409267844,0.482238308,0.408748679,0.372881151,0.313250648,0.345317806,0.296870458,0.338194397,0.385676313,0.308452945,0.287953037,0.290546641,0.437643995,0.206657375,0.255469382,0.242192002,0.279703427,0.366834281,0.293902789,0.291867123,0.430913108,0.444550061,0.233913405,0.203316276,0.361302692,0.32839808,0.373928119,0.338809675,0.388432894,0.388596487,0.523603096,0.475847343,0.355823556,0.34461477,0.290741067,0.341259188,0.394020055,0.378513664,0.447719697,0.337369997,0.286323282,0.306083094,0.46356746,0.341945054,0.386122908,0.284047416,0.239000155,0.327850762,0.195885062,0.40669847,0.286373675,0.362762695,0.295213358,0.38933376,0.326256735,0.352805296,0.39387121,0.313895318,0.317212089,0.517071148,0.351454031,0.290321553,0.354261628,0.475260331,0.274628892,0.217993526,0.320080769,0.388529829,0.261055067,0.408689401,0.375983624,0.395487239,0.295013763,0.319735188,0,0.291942274,0.205727086,0.420902888,0.302033099,0.296602994,0.282384655,0.21503963,0.472319752,0.255721727,0.435805135,0.263006724,0.387921025,0.549454117,0.501625584,0.3661724,0.47630633
TMO,0.318636214,0.231860269,0.336652729,0.378636511,0.470768444,0.451858737,0.31163546,0.482570892,0.469920007,0.398420806,0.415815354,0.326109989,0.436193656,0.247228543,0.223765024,0.313652935,0.361707157,0.349219145,0.213023077,0.377415101,0.275483664,0.501086213,0.464779908,0.35322165,0.479756686,0.38578354,0.254810167,0.324786768,0.348084423,0.485501553,0.400655956,0.406723904,0.364951248,0.410465379,0.204202166,0.365774829,0.17781863,0.255041438,0.408587906,0.30869565,0.488523962,0.355441901,0.3274088,0.307476252,0.300112286,0.297870856,0.517310805,0.433100434,0.400831979,0.469568437,0.531091947,0.445158718,0.398046819,0.443601439,0.433456824,0.376513899,0.391630194,0.361914244,0.476556137,0.250249904,0.402090456,0.465125897,0.299875011,0.471019007,0.170772308,0.462401608,0.450901929,0.327032217,0.423132145,0.381997474,0.366680018,0.242159779,0.460935189,0.533716334,0.371790137,0.456632498,0.471994499,0.410159074,0.490442805,0.504389405,0.222219336,0.302548157,0.445419424,0.181049534,0.331364369,0.33320964,0.354971824,0.360445862,0.447259517,0.323205845,0.511845627,0.516148358,0.246450943,0.411859074,0.430627756,0.338227678,0.350896287,0.455092536,0.223250417,0.406403148,0.417051799,0.359121907,0.287466472,0.371605607,0.259707635,0.336260136,0.311611522,0.337154886,0.221594633,0.269455043,0.458225153,0.307414265,0.413608542,0.309981323,0.399681151,0.287720071,0.245932548,0.420906767,0.297312092,0.474617056,0.229671541,0.55535158,0.342058266,0.382755003,0.439069668,0.278838311,0.344648249,0.337815285,0.406714864,0.312956714,0.24858547,0.372590511,0.319264834,0.233771702,0.290018037,0.367793328,0.420378788,0.413986333,0.264889396,0.378935597,0.36320301,0.313268117,0.285602276,0.177427135,0.416445553,0.347828144,0.338662666,0.197675753,0.299567837,0.424224528,0.321744728,0.3017238,0.446200414,0.45024283,0.302037194,0.473062704,0.327691386,0.419207988,0.303901566,0.37359811,0.31020996,0.206004053,0.408896411,0.323509215,0.26204155,0.381485244,0.393136958,0.291942274,0,0.225755989,0.399345503,0.281612698,0.247689292,0.299672461,0.335976946,0.332316515,0.255552248,0.391300799,0.244410875,0.245554002,0.419893423,0.427026317,0.491818749,0.316862856
TOT,0.200494025,0.210458665,0.258265541,0.360290289,0.445372165,0.427891794,0.379280454,0.478365235,0.384357348,0.367191038,0.368068835,0.375442479,0.489206628,0.213012099,0.329541516,0.272540756,0.375605942,0.362127499,0.241134025,0.304544418,0.323405333,0.424447935,0.404695652,0.350539146,0.45276438,0.437158546,0.224630591,0.231388637,0.300777896,0.352164363,0.439106295,0.394067035,0.277486181,0.324564671,0.153504093,0.361964978,0.275091808,0.322433685,0.436283138,0.31674492,0.482184179,0.46502521,0.247098597,0.238719869,0.321123114,0.321334508,0.469971424,0.339952676,0.252673059,0.50212748,0.449155849,0.413514721,0.418774689,0.497423315,0.477116998,0.403528674,0.405039032,0.401022683,0.496028179,0.214353133,0.514284942,0.399826429,0.28522844,0.463980692,0.196345371,0.357829163,0.452124267,0.360796852,0.45537457,0.313428213,0.424668674,0.246863969,0.461815172,0.506596399,0.370170367,0.407609209,0.511880291,0.459393826,0.449776633,0.418787555,0.213357371,0.321200124,0.404052065,0.235746516,0.402225877,0.319707917,0.283200302,0.320534159,0.410969764,0.321850182,0.489515862,0.41361772,0.322590114,0.424878852,0.384249475,0.324410756,0.347861489,0.385097251,0.244103801,0.425667699,0.483015745,0.287045292,0.275027159,0.309407736,0.241327522,0.366101258,0.208220621,0.228600956,0.209860173,0.2793167,0.421630691,0.177540078,0.331546503,0.281593566,0.33056465,0.297354009,0.173182015,0.419551539,0.211638423,0.513042374,0.408568524,0.476626747,0.312198923,0.324789124,0.352761002,0.244362141,0.443484857,0.357800533,0.483472644,0.392676999,0.248589222,0.315727464,0.424729771,0.265906468,0.191914649,0.371193375,0.266548833,0.354107909,0.24944959,0.33171406,0.4252438,0.281893961,0.383129667,0.223042347,0.441238671,0.252603704,0.268166499,0.217976849,0.370911974,0.547257917,0.416295687,0.341981088,0.344837994,0.520574159,0.281063511,0.473727264,0.427585078,0.258215593,0.190915264,0.266400217,0.330389718,0.228475483,0.319361335,0.208742145,0.271105313,0.414896875,0.38992937,0.205727086,0.225755989,0,0.353475441,0.299566489,0.304254571,0.299472162,0.203367418,0.403804812,0.234564789,0.302083793,0.201578787,0.217299216,0.419477997,0.399703246,0.513436728,0.252701228
TSM,0.382625309,0.356812714,0.412697074,0.486824079,0.242385672,0.510488308,0.434585695,0.565540225,0.466423004,0.452475022,0.477099247,0.435409866,0.533873662,0.356852139,0.381627993,0.435299016,0.376704437,0.37869711,0.351560227,0.48255949,0.37785135,0.337819374,0.347608498,0.440771147,0.545595788,0.495900008,0.408381306,0.267837874,0.366879157,0.508896208,0.508340336,0.471435322,0.412032718,0.485708907,0.351710235,0.372000837,0.372461964,0.384142787,0.515772883,0.439999256,0.541066032,0.417459304,0.450098568,0.428236001,0.406749747,0.448323899,0.356618771,0.460874652,0.506783321,0.53644296,0.464196636,0.5067299,0.431374753,0.47506254,0.451160029,0.495567338,0.385393222,0.489647563,0.576424986,0.432509808,0.468341297,0.442202857,0.410281426,0.521903401,0.359959482,0.481248112,0.431736535,0.413971965,0.543985984,0.414171631,0.460726984,0.28416216,0.525080506,0.573012,0.472053567,0.301560138,0.53012532,0.471109672,0.52732185,0.483933986,0.359767108,0.373629716,0.370876595,0.355590396,0.475457012,0.452351803,0.394591364,0.401105104,0.503827388,0.461499851,0.539031965,0.564396909,0.36999931,0.275745448,0.412558796,0.45091259,0.332009524,0.53307838,0.360444822,0.47133703,0.527867026,0.370398041,0.336355752,0.441364764,0.382727689,0.450718397,0.343679121,0.337408833,0.393607128,0.412174217,0.324817654,0.369903513,0.389617532,0.465195279,0.442178201,0.42435586,0.435300126,0.539973886,0.406132309,0.551238102,0.364710452,0.571306192,0.398209955,0.459941773,0.412547057,0.403811943,0.46173317,0.465661492,0.511975184,0.437463379,0.415963361,0.419466906,0.462136644,0.408265451,0.375718256,0.439626924,0.471915284,0.33919822,0.426792508,0.491389129,0.484962229,0.421265598,0.352258759,0.368897727,0.442392864,0.409440089,0.424771756,0.413261365,0.465688886,0.503040367,0.457745889,0.413475801,0.461902836,0.554710488,0.462829289,0.590309221,0.416325993,0.453424508,0.345532053,0.311900022,0.443609901,0.396631391,0.401538401,0.369049838,0.38508361,0.505896377,0.426247764,0.420902888,0.399345503,0.353475441,0,0.443316003,0.4488136,0.471025093,0.342281465,0.458652375,0.430939792,0.44121458,0.424828949,0.392589839,0.442668672,0.446879688,0.541771878,0.456744348
UL,0.248586637,0.212860208,0.34909634,0.325178882,0.52406471,0.406786448,0.297009094,0.399776119,0.493780901,0.30829081,0.415689951,0.406084542,0.264128999,0.285423927,0.307722423,0.292812863,0.414673172,0.409751787,0.245010691,0.274465121,0.231303102,0.543081185,0.523031333,0.271324339,0.439466513,0.260694451,0.388161538,0.278876192,0.41022474,0.446969116,0.242065025,0.444380394,0.378459171,0.365319285,0.322185383,0.383547484,0.229362597,0.239844851,0.478294603,0.297000953,0.319725908,0.410911684,0.20717415,0.2368921,0.23455146,0.194483385,0.513345323,0.423406101,0.369667383,0.362404214,0.48392097,0.466434909,0.322896752,0.444550131,0.432798898,0.270976303,0.458504347,0.414648796,0.474126174,0.284588581,0.324634245,0.500455284,0.300049084,0.308602183,0.287713663,0.352826262,0.466852784,0.316421462,0.396927415,0.416092431,0.452040872,0.229895827,0.312958392,0.473702577,0.26660586,0.523984933,0.264419002,0.321229515,0.416687362,0.496103151,0.275675487,0.479427203,0.469048645,0.302343363,0.264264916,0.400260716,0.334576815,0.41444163,0.333174568,0.377184953,0.363269359,0.481017964,0.225722673,0.390151238,0.487076129,0.410086876,0.429612273,0.369294341,0.23832905,0.281218264,0.286485205,0.358942559,0.384647807,0.325111016,0.240529185,0.385377459,0.39781049,0.413764288,0.226385513,0.271696364,0.430339886,0.370597126,0.272506243,0.365120754,0.366095559,0.363166135,0.24478298,0.409799967,0.389747534,0.306371811,0.254510085,0.509573606,0.292347289,0.47860668,0.470062742,0.383983691,0.253820051,0.260018507,0.245961433,0.21528958,0.290771012,0.309546955,0.289059003,0.224133124,0.380417581,0.384538,0.477063877,0.443564596,0.251320308,0.261853083,0.22450281,0.308849819,0.276378888,0.27481952,0.393787793,0.404769657,0.355106022,0.3027385,0.37896669,0.292265939,0.268513492,0.252692085,0.432292846,0.390875242,0.293017793,0.450190744,0.447269279,0.363813868,0.410337421,0.356002481,0.340169963,0.2515159,0.516736028,0.468116577,0.341246554,0.308498495,0.284506836,0.302033099,0.281612698,0.299566489,0.443316003,0,0.083687293,0.257950801,0.287091104,0.306500308,0.256688723,0.382650181,0.25173226,0.289160914,0.45998665,0.398158681,0.299006256,0.425522909
